"","v","num","s","s.u","u","gc_name"
"578","cg_",578,"[0,0.25]","(0.25,0.5]",0.75,"cg_578"
"579","cg_",579,"[0,0.25]","(0.5,0.75]",0.75,"cg_579"
"580","cg_",580,"[0,0.25]","(0.75,1]",0.75,"cg_580"
"581","cg_",581,"[0,0.25]","(1,1.25]",0.75,"cg_581"
"582","cg_",582,"[0,0.25]","(1.25,1.5]",0.75,"cg_582"
"583","cg_",583,"[0,0.25]","(1.5,1.75]",0.75,"cg_583"
"584","cg_",584,"[0,0.25]","(1.75,2]",0.75,"cg_584"
"585","cg_",585,"[0,0.25]","(2,2.25]",0.75,"cg_585"
"586","cg_",586,"[0,0.25]","(2.25,2.5]",0.75,"cg_586"
"587","cg_",587,"[0,0.25]","(2.5,2.75]",0.75,"cg_587"
"588","cg_",588,"[0,0.25]","(2.75,3]",0.75,"cg_588"
"589","cg_",589,"(0.25,0.5]","[0,0.25]",0.75,"cg_589"
"590","cg_",590,"(0.25,0.5]","(0.25,0.5]",0.75,"cg_590"
"591","cg_",591,"(0.25,0.5]","(0.5,0.75]",0.75,"cg_591"
"592","cg_",592,"(0.25,0.5]","(0.75,1]",0.75,"cg_592"
"593","cg_",593,"(0.25,0.5]","(1,1.25]",0.75,"cg_593"
"594","cg_",594,"(0.25,0.5]","(1.25,1.5]",0.75,"cg_594"
"595","cg_",595,"(0.25,0.5]","(1.5,1.75]",0.75,"cg_595"
"596","cg_",596,"(0.25,0.5]","(1.75,2]",0.75,"cg_596"
"597","cg_",597,"(0.25,0.5]","(2,2.25]",0.75,"cg_597"
"598","cg_",598,"(0.25,0.5]","(2.25,2.5]",0.75,"cg_598"
"599","cg_",599,"(0.25,0.5]","(2.5,2.75]",0.75,"cg_599"
"600","cg_",600,"(0.25,0.5]","(2.75,3]",0.75,"cg_600"
"601","cg_",601,"(0.5,0.75]","[0,0.25]",0.75,"cg_601"
"602","cg_",602,"(0.5,0.75]","(0.25,0.5]",0.75,"cg_602"
"603","cg_",603,"(0.5,0.75]","(0.5,0.75]",0.75,"cg_603"
"604","cg_",604,"(0.5,0.75]","(0.75,1]",0.75,"cg_604"
"605","cg_",605,"(0.5,0.75]","(1,1.25]",0.75,"cg_605"
"606","cg_",606,"(0.5,0.75]","(1.25,1.5]",0.75,"cg_606"
"607","cg_",607,"(0.5,0.75]","(1.5,1.75]",0.75,"cg_607"
"608","cg_",608,"(0.5,0.75]","(1.75,2]",0.75,"cg_608"
"609","cg_",609,"(0.5,0.75]","(2,2.25]",0.75,"cg_609"
"610","cg_",610,"(0.5,0.75]","(2.25,2.5]",0.75,"cg_610"
"611","cg_",611,"(0.5,0.75]","(2.5,2.75]",0.75,"cg_611"
"612","cg_",612,"(0.5,0.75]","(2.75,3]",0.75,"cg_612"
"613","cg_",613,"(0.75,1]","[0,0.25]",0.75,"cg_613"
"614","cg_",614,"(0.75,1]","(0.25,0.5]",0.75,"cg_614"
"615","cg_",615,"(0.75,1]","(0.5,0.75]",0.75,"cg_615"
"616","cg_",616,"(0.75,1]","(0.75,1]",0.75,"cg_616"
"617","cg_",617,"(0.75,1]","(1,1.25]",0.75,"cg_617"
"618","cg_",618,"(0.75,1]","(1.25,1.5]",0.75,"cg_618"
"619","cg_",619,"(0.75,1]","(1.5,1.75]",0.75,"cg_619"
"620","cg_",620,"(0.75,1]","(1.75,2]",0.75,"cg_620"
"621","cg_",621,"(0.75,1]","(2,2.25]",0.75,"cg_621"
"622","cg_",622,"(0.75,1]","(2.25,2.5]",0.75,"cg_622"
"623","cg_",623,"(0.75,1]","(2.5,2.75]",0.75,"cg_623"
"624","cg_",624,"(0.75,1]","(2.75,3]",0.75,"cg_624"
"625","cg_",625,"(1,1.25]","[0,0.25]",0.75,"cg_625"
"626","cg_",626,"(1,1.25]","(0.25,0.5]",0.75,"cg_626"
"627","cg_",627,"(1,1.25]","(0.5,0.75]",0.75,"cg_627"
"628","cg_",628,"(1,1.25]","(0.75,1]",0.75,"cg_628"
"629","cg_",629,"(1,1.25]","(1,1.25]",0.75,"cg_629"
"630","cg_",630,"(1,1.25]","(1.25,1.5]",0.75,"cg_630"
"631","cg_",631,"(1,1.25]","(1.5,1.75]",0.75,"cg_631"
"632","cg_",632,"(1,1.25]","(1.75,2]",0.75,"cg_632"
"633","cg_",633,"(1,1.25]","(2,2.25]",0.75,"cg_633"
"634","cg_",634,"(1,1.25]","(2.25,2.5]",0.75,"cg_634"
"635","cg_",635,"(1,1.25]","(2.5,2.75]",0.75,"cg_635"
"636","cg_",636,"(1,1.25]","(2.75,3]",0.75,"cg_636"
"637","cg_",637,"(1.25,1.5]","[0,0.25]",0.75,"cg_637"
"638","cg_",638,"(1.25,1.5]","(0.25,0.5]",0.75,"cg_638"
"639","cg_",639,"(1.25,1.5]","(0.5,0.75]",0.75,"cg_639"
"640","cg_",640,"(1.25,1.5]","(0.75,1]",0.75,"cg_640"
"641","cg_",641,"(1.25,1.5]","(1,1.25]",0.75,"cg_641"
"642","cg_",642,"(1.25,1.5]","(1.25,1.5]",0.75,"cg_642"
"643","cg_",643,"(1.25,1.5]","(1.5,1.75]",0.75,"cg_643"
"644","cg_",644,"(1.25,1.5]","(1.75,2]",0.75,"cg_644"
"645","cg_",645,"(1.25,1.5]","(2,2.25]",0.75,"cg_645"
"646","cg_",646,"(1.25,1.5]","(2.25,2.5]",0.75,"cg_646"
"647","cg_",647,"(1.25,1.5]","(2.5,2.75]",0.75,"cg_647"
"648","cg_",648,"(1.25,1.5]","(2.75,3]",0.75,"cg_648"
"649","cg_",649,"(1.5,1.75]","[0,0.25]",0.75,"cg_649"
"650","cg_",650,"(1.5,1.75]","(0.25,0.5]",0.75,"cg_650"
"651","cg_",651,"(1.5,1.75]","(0.5,0.75]",0.75,"cg_651"
"652","cg_",652,"(1.5,1.75]","(0.75,1]",0.75,"cg_652"
"653","cg_",653,"(1.5,1.75]","(1,1.25]",0.75,"cg_653"
"654","cg_",654,"(1.5,1.75]","(1.25,1.5]",0.75,"cg_654"
"655","cg_",655,"(1.5,1.75]","(1.5,1.75]",0.75,"cg_655"
"656","cg_",656,"(1.5,1.75]","(1.75,2]",0.75,"cg_656"
"657","cg_",657,"(1.5,1.75]","(2,2.25]",0.75,"cg_657"
"658","cg_",658,"(1.5,1.75]","(2.25,2.5]",0.75,"cg_658"
"659","cg_",659,"(1.5,1.75]","(2.5,2.75]",0.75,"cg_659"
"660","cg_",660,"(1.5,1.75]","(2.75,3]",0.75,"cg_660"
"661","cg_",661,"(1.75,2]","[0,0.25]",0.75,"cg_661"
"662","cg_",662,"(1.75,2]","(0.25,0.5]",0.75,"cg_662"
"663","cg_",663,"(1.75,2]","(0.5,0.75]",0.75,"cg_663"
"664","cg_",664,"(1.75,2]","(0.75,1]",0.75,"cg_664"
"665","cg_",665,"(1.75,2]","(1,1.25]",0.75,"cg_665"
"666","cg_",666,"(1.75,2]","(1.25,1.5]",0.75,"cg_666"
"667","cg_",667,"(1.75,2]","(1.5,1.75]",0.75,"cg_667"
"668","cg_",668,"(1.75,2]","(1.75,2]",0.75,"cg_668"
"669","cg_",669,"(1.75,2]","(2,2.25]",0.75,"cg_669"
"670","cg_",670,"(1.75,2]","(2.25,2.5]",0.75,"cg_670"
"671","cg_",671,"(1.75,2]","(2.5,2.75]",0.75,"cg_671"
"672","cg_",672,"(1.75,2]","(2.75,3]",0.75,"cg_672"
"673","cg_",673,"(2,2.25]","[0,0.25]",0.75,"cg_673"
"674","cg_",674,"(2,2.25]","(0.25,0.5]",0.75,"cg_674"
"675","cg_",675,"(2,2.25]","(0.5,0.75]",0.75,"cg_675"
"676","cg_",676,"(2,2.25]","(0.75,1]",0.75,"cg_676"
"677","cg_",677,"(2,2.25]","(1,1.25]",0.75,"cg_677"
"678","cg_",678,"(2,2.25]","(1.25,1.5]",0.75,"cg_678"
"679","cg_",679,"(2,2.25]","(1.5,1.75]",0.75,"cg_679"
"680","cg_",680,"(2,2.25]","(1.75,2]",0.75,"cg_680"
"681","cg_",681,"(2,2.25]","(2,2.25]",0.75,"cg_681"
"682","cg_",682,"(2,2.25]","(2.25,2.5]",0.75,"cg_682"
"683","cg_",683,"(2,2.25]","(2.5,2.75]",0.75,"cg_683"
"684","cg_",684,"(2,2.25]","(2.75,3]",0.75,"cg_684"
"685","cg_",685,"(2.25,2.5]","[0,0.25]",0.75,"cg_685"
"686","cg_",686,"(2.25,2.5]","(0.25,0.5]",0.75,"cg_686"
"687","cg_",687,"(2.25,2.5]","(0.5,0.75]",0.75,"cg_687"
"688","cg_",688,"(2.25,2.5]","(0.75,1]",0.75,"cg_688"
"689","cg_",689,"(2.25,2.5]","(1,1.25]",0.75,"cg_689"
"690","cg_",690,"(2.25,2.5]","(1.25,1.5]",0.75,"cg_690"
"691","cg_",691,"(2.25,2.5]","(1.5,1.75]",0.75,"cg_691"
"692","cg_",692,"(2.25,2.5]","(1.75,2]",0.75,"cg_692"
"693","cg_",693,"(2.25,2.5]","(2,2.25]",0.75,"cg_693"
"694","cg_",694,"(2.25,2.5]","(2.25,2.5]",0.75,"cg_694"
"695","cg_",695,"(2.25,2.5]","(2.5,2.75]",0.75,"cg_695"
"696","cg_",696,"(2.25,2.5]","(2.75,3]",0.75,"cg_696"
"697","cg_",697,"(2.5,2.75]","[0,0.25]",0.75,"cg_697"
"698","cg_",698,"(2.5,2.75]","(0.25,0.5]",0.75,"cg_698"
"699","cg_",699,"(2.5,2.75]","(0.5,0.75]",0.75,"cg_699"
"700","cg_",700,"(2.5,2.75]","(0.75,1]",0.75,"cg_700"
"701","cg_",701,"(2.5,2.75]","(1,1.25]",0.75,"cg_701"
"702","cg_",702,"(2.5,2.75]","(1.25,1.5]",0.75,"cg_702"
"703","cg_",703,"(2.5,2.75]","(1.5,1.75]",0.75,"cg_703"
"704","cg_",704,"(2.5,2.75]","(1.75,2]",0.75,"cg_704"
"705","cg_",705,"(2.5,2.75]","(2,2.25]",0.75,"cg_705"
"706","cg_",706,"(2.5,2.75]","(2.25,2.5]",0.75,"cg_706"
"707","cg_",707,"(2.5,2.75]","(2.5,2.75]",0.75,"cg_707"
"708","cg_",708,"(2.5,2.75]","(2.75,3]",0.75,"cg_708"
"709","cg_",709,"(2.75,3]","[0,0.25]",0.75,"cg_709"
"710","cg_",710,"(2.75,3]","(0.25,0.5]",0.75,"cg_710"
"711","cg_",711,"(2.75,3]","(0.5,0.75]",0.75,"cg_711"
"712","cg_",712,"(2.75,3]","(0.75,1]",0.75,"cg_712"
"713","cg_",713,"(2.75,3]","(1,1.25]",0.75,"cg_713"
"714","cg_",714,"(2.75,3]","(1.25,1.5]",0.75,"cg_714"
"715","cg_",715,"(2.75,3]","(1.5,1.75]",0.75,"cg_715"
"716","cg_",716,"(2.75,3]","(1.75,2]",0.75,"cg_716"
"717","cg_",717,"(2.75,3]","(2,2.25]",0.75,"cg_717"
"718","cg_",718,"(2.75,3]","(2.25,2.5]",0.75,"cg_718"
"719","cg_",719,"(2.75,3]","(2.5,2.75]",0.75,"cg_719"
"720","cg_",720,"(2.75,3]","(2.75,3]",0.75,"cg_720"
"721","cg_",721,"[0,0.25]","[0,0.25]",0.9,"cg_721"
"722","cg_",722,"[0,0.25]","(0.25,0.5]",0.9,"cg_722"
"723","cg_",723,"[0,0.25]","(0.5,0.75]",0.9,"cg_723"
"724","cg_",724,"[0,0.25]","(0.75,1]",0.9,"cg_724"
"725","cg_",725,"[0,0.25]","(1,1.25]",0.9,"cg_725"
"726","cg_",726,"[0,0.25]","(1.25,1.5]",0.9,"cg_726"
"727","cg_",727,"[0,0.25]","(1.5,1.75]",0.9,"cg_727"
"728","cg_",728,"[0,0.25]","(1.75,2]",0.9,"cg_728"
"729","cg_",729,"[0,0.25]","(2,2.25]",0.9,"cg_729"
"730","cg_",730,"[0,0.25]","(2.25,2.5]",0.9,"cg_730"
"731","cg_",731,"[0,0.25]","(2.5,2.75]",0.9,"cg_731"
"732","cg_",732,"[0,0.25]","(2.75,3]",0.9,"cg_732"
"733","cg_",733,"(0.25,0.5]","[0,0.25]",0.9,"cg_733"
"734","cg_",734,"(0.25,0.5]","(0.25,0.5]",0.9,"cg_734"
"735","cg_",735,"(0.25,0.5]","(0.5,0.75]",0.9,"cg_735"
"736","cg_",736,"(0.25,0.5]","(0.75,1]",0.9,"cg_736"
"737","cg_",737,"(0.25,0.5]","(1,1.25]",0.9,"cg_737"
"738","cg_",738,"(0.25,0.5]","(1.25,1.5]",0.9,"cg_738"
"739","cg_",739,"(0.25,0.5]","(1.5,1.75]",0.9,"cg_739"
"740","cg_",740,"(0.25,0.5]","(1.75,2]",0.9,"cg_740"
"741","cg_",741,"(0.25,0.5]","(2,2.25]",0.9,"cg_741"
"742","cg_",742,"(0.25,0.5]","(2.25,2.5]",0.9,"cg_742"
"743","cg_",743,"(0.25,0.5]","(2.5,2.75]",0.9,"cg_743"
"744","cg_",744,"(0.25,0.5]","(2.75,3]",0.9,"cg_744"
"745","cg_",745,"(0.5,0.75]","[0,0.25]",0.9,"cg_745"
"746","cg_",746,"(0.5,0.75]","(0.25,0.5]",0.9,"cg_746"
"747","cg_",747,"(0.5,0.75]","(0.5,0.75]",0.9,"cg_747"
"748","cg_",748,"(0.5,0.75]","(0.75,1]",0.9,"cg_748"
"749","cg_",749,"(0.5,0.75]","(1,1.25]",0.9,"cg_749"
"750","cg_",750,"(0.5,0.75]","(1.25,1.5]",0.9,"cg_750"
"751","cg_",751,"(0.5,0.75]","(1.5,1.75]",0.9,"cg_751"
"752","cg_",752,"(0.5,0.75]","(1.75,2]",0.9,"cg_752"
"753","cg_",753,"(0.5,0.75]","(2,2.25]",0.9,"cg_753"
"754","cg_",754,"(0.5,0.75]","(2.25,2.5]",0.9,"cg_754"
"755","cg_",755,"(0.5,0.75]","(2.5,2.75]",0.9,"cg_755"
"756","cg_",756,"(0.5,0.75]","(2.75,3]",0.9,"cg_756"
"757","cg_",757,"(0.75,1]","[0,0.25]",0.9,"cg_757"
"758","cg_",758,"(0.75,1]","(0.25,0.5]",0.9,"cg_758"
"759","cg_",759,"(0.75,1]","(0.5,0.75]",0.9,"cg_759"
"760","cg_",760,"(0.75,1]","(0.75,1]",0.9,"cg_760"
"761","cg_",761,"(0.75,1]","(1,1.25]",0.9,"cg_761"
"762","cg_",762,"(0.75,1]","(1.25,1.5]",0.9,"cg_762"
"763","cg_",763,"(0.75,1]","(1.5,1.75]",0.9,"cg_763"
"764","cg_",764,"(0.75,1]","(1.75,2]",0.9,"cg_764"
"765","cg_",765,"(0.75,1]","(2,2.25]",0.9,"cg_765"
"766","cg_",766,"(0.75,1]","(2.25,2.5]",0.9,"cg_766"
"767","cg_",767,"(0.75,1]","(2.5,2.75]",0.9,"cg_767"
"768","cg_",768,"(0.75,1]","(2.75,3]",0.9,"cg_768"
"769","cg_",769,"(1,1.25]","[0,0.25]",0.9,"cg_769"
"770","cg_",770,"(1,1.25]","(0.25,0.5]",0.9,"cg_770"
"771","cg_",771,"(1,1.25]","(0.5,0.75]",0.9,"cg_771"
"772","cg_",772,"(1,1.25]","(0.75,1]",0.9,"cg_772"
"773","cg_",773,"(1,1.25]","(1,1.25]",0.9,"cg_773"
"774","cg_",774,"(1,1.25]","(1.25,1.5]",0.9,"cg_774"
"775","cg_",775,"(1,1.25]","(1.5,1.75]",0.9,"cg_775"
"776","cg_",776,"(1,1.25]","(1.75,2]",0.9,"cg_776"
"777","cg_",777,"(1,1.25]","(2,2.25]",0.9,"cg_777"
"778","cg_",778,"(1,1.25]","(2.25,2.5]",0.9,"cg_778"
"779","cg_",779,"(1,1.25]","(2.5,2.75]",0.9,"cg_779"
"780","cg_",780,"(1,1.25]","(2.75,3]",0.9,"cg_780"
"781","cg_",781,"(1.25,1.5]","[0,0.25]",0.9,"cg_781"
"782","cg_",782,"(1.25,1.5]","(0.25,0.5]",0.9,"cg_782"
"783","cg_",783,"(1.25,1.5]","(0.5,0.75]",0.9,"cg_783"
"784","cg_",784,"(1.25,1.5]","(0.75,1]",0.9,"cg_784"
"785","cg_",785,"(1.25,1.5]","(1,1.25]",0.9,"cg_785"
"786","cg_",786,"(1.25,1.5]","(1.25,1.5]",0.9,"cg_786"
"787","cg_",787,"(1.25,1.5]","(1.5,1.75]",0.9,"cg_787"
"788","cg_",788,"(1.25,1.5]","(1.75,2]",0.9,"cg_788"
"789","cg_",789,"(1.25,1.5]","(2,2.25]",0.9,"cg_789"
"790","cg_",790,"(1.25,1.5]","(2.25,2.5]",0.9,"cg_790"
"791","cg_",791,"(1.25,1.5]","(2.5,2.75]",0.9,"cg_791"
"792","cg_",792,"(1.25,1.5]","(2.75,3]",0.9,"cg_792"
"793","cg_",793,"(1.5,1.75]","[0,0.25]",0.9,"cg_793"
"794","cg_",794,"(1.5,1.75]","(0.25,0.5]",0.9,"cg_794"
"795","cg_",795,"(1.5,1.75]","(0.5,0.75]",0.9,"cg_795"
"796","cg_",796,"(1.5,1.75]","(0.75,1]",0.9,"cg_796"
"797","cg_",797,"(1.5,1.75]","(1,1.25]",0.9,"cg_797"
"798","cg_",798,"(1.5,1.75]","(1.25,1.5]",0.9,"cg_798"
"799","cg_",799,"(1.5,1.75]","(1.5,1.75]",0.9,"cg_799"
"800","cg_",800,"(1.5,1.75]","(1.75,2]",0.9,"cg_800"
"801","cg_",801,"(1.5,1.75]","(2,2.25]",0.9,"cg_801"
"802","cg_",802,"(1.5,1.75]","(2.25,2.5]",0.9,"cg_802"
"803","cg_",803,"(1.5,1.75]","(2.5,2.75]",0.9,"cg_803"
"804","cg_",804,"(1.5,1.75]","(2.75,3]",0.9,"cg_804"
"805","cg_",805,"(1.75,2]","[0,0.25]",0.9,"cg_805"
"806","cg_",806,"(1.75,2]","(0.25,0.5]",0.9,"cg_806"
"807","cg_",807,"(1.75,2]","(0.5,0.75]",0.9,"cg_807"
"808","cg_",808,"(1.75,2]","(0.75,1]",0.9,"cg_808"
"809","cg_",809,"(1.75,2]","(1,1.25]",0.9,"cg_809"
"810","cg_",810,"(1.75,2]","(1.25,1.5]",0.9,"cg_810"
"811","cg_",811,"(1.75,2]","(1.5,1.75]",0.9,"cg_811"
"812","cg_",812,"(1.75,2]","(1.75,2]",0.9,"cg_812"
"813","cg_",813,"(1.75,2]","(2,2.25]",0.9,"cg_813"
"814","cg_",814,"(1.75,2]","(2.25,2.5]",0.9,"cg_814"
"815","cg_",815,"(1.75,2]","(2.5,2.75]",0.9,"cg_815"
"816","cg_",816,"(1.75,2]","(2.75,3]",0.9,"cg_816"
"817","cg_",817,"(2,2.25]","[0,0.25]",0.9,"cg_817"
"818","cg_",818,"(2,2.25]","(0.25,0.5]",0.9,"cg_818"
"819","cg_",819,"(2,2.25]","(0.5,0.75]",0.9,"cg_819"
"820","cg_",820,"(2,2.25]","(0.75,1]",0.9,"cg_820"
"821","cg_",821,"(2,2.25]","(1,1.25]",0.9,"cg_821"
"822","cg_",822,"(2,2.25]","(1.25,1.5]",0.9,"cg_822"
"823","cg_",823,"(2,2.25]","(1.5,1.75]",0.9,"cg_823"
"824","cg_",824,"(2,2.25]","(1.75,2]",0.9,"cg_824"
"825","cg_",825,"(2,2.25]","(2,2.25]",0.9,"cg_825"
"826","cg_",826,"(2,2.25]","(2.25,2.5]",0.9,"cg_826"
"827","cg_",827,"(2,2.25]","(2.5,2.75]",0.9,"cg_827"
"828","cg_",828,"(2,2.25]","(2.75,3]",0.9,"cg_828"
"829","cg_",829,"(2.25,2.5]","[0,0.25]",0.9,"cg_829"
"830","cg_",830,"(2.25,2.5]","(0.25,0.5]",0.9,"cg_830"
"831","cg_",831,"(2.25,2.5]","(0.5,0.75]",0.9,"cg_831"
"832","cg_",832,"(2.25,2.5]","(0.75,1]",0.9,"cg_832"
"833","cg_",833,"(2.25,2.5]","(1,1.25]",0.9,"cg_833"
"834","cg_",834,"(2.25,2.5]","(1.25,1.5]",0.9,"cg_834"
"835","cg_",835,"(2.25,2.5]","(1.5,1.75]",0.9,"cg_835"
"836","cg_",836,"(2.25,2.5]","(1.75,2]",0.9,"cg_836"
"837","cg_",837,"(2.25,2.5]","(2,2.25]",0.9,"cg_837"
"838","cg_",838,"(2.25,2.5]","(2.25,2.5]",0.9,"cg_838"
"839","cg_",839,"(2.25,2.5]","(2.5,2.75]",0.9,"cg_839"
"840","cg_",840,"(2.25,2.5]","(2.75,3]",0.9,"cg_840"
"841","cg_",841,"(2.5,2.75]","[0,0.25]",0.9,"cg_841"
"842","cg_",842,"(2.5,2.75]","(0.25,0.5]",0.9,"cg_842"
"843","cg_",843,"(2.5,2.75]","(0.5,0.75]",0.9,"cg_843"
"844","cg_",844,"(2.5,2.75]","(0.75,1]",0.9,"cg_844"
"845","cg_",845,"(2.5,2.75]","(1,1.25]",0.9,"cg_845"
"846","cg_",846,"(2.5,2.75]","(1.25,1.5]",0.9,"cg_846"
"847","cg_",847,"(2.5,2.75]","(1.5,1.75]",0.9,"cg_847"
"848","cg_",848,"(2.5,2.75]","(1.75,2]",0.9,"cg_848"
"849","cg_",849,"(2.5,2.75]","(2,2.25]",0.9,"cg_849"
"850","cg_",850,"(2.5,2.75]","(2.25,2.5]",0.9,"cg_850"
"851","cg_",851,"(2.5,2.75]","(2.5,2.75]",0.9,"cg_851"
"852","cg_",852,"(2.5,2.75]","(2.75,3]",0.9,"cg_852"
"853","cg_",853,"(2.75,3]","[0,0.25]",0.9,"cg_853"
"854","cg_",854,"(2.75,3]","(0.25,0.5]",0.9,"cg_854"
"855","cg_",855,"(2.75,3]","(0.5,0.75]",0.9,"cg_855"
"856","cg_",856,"(2.75,3]","(0.75,1]",0.9,"cg_856"
"857","cg_",857,"(2.75,3]","(1,1.25]",0.9,"cg_857"
"858","cg_",858,"(2.75,3]","(1.25,1.5]",0.9,"cg_858"
"859","cg_",859,"(2.75,3]","(1.5,1.75]",0.9,"cg_859"
"860","cg_",860,"(2.75,3]","(1.75,2]",0.9,"cg_860"
"861","cg_",861,"(2.75,3]","(2,2.25]",0.9,"cg_861"
"862","cg_",862,"(2.75,3]","(2.25,2.5]",0.9,"cg_862"
"863","cg_",863,"(2.75,3]","(2.5,2.75]",0.9,"cg_863"
"864","cg_",864,"(2.75,3]","(2.75,3]",0.9,"cg_864"
